Age,Embarked,PassengerId,Pclass,Sex,Fare_bin,Fare_class,Family_group,Title,Deck,Survived
32.3,0,534,2,0,2,1,1,3,8,1.0
30.0,2,535,2,0,0,0,0,1,8,0.0
7.0,2,536,1,0,2,2,1,1,8,1.0
45.0,2,537,0,1,2,2,0,2,1,0.0
30.0,0,538,0,0,3,3,0,1,8,1.0
28.3,2,539,2,1,1,1,0,2,8,0.0
22.0,0,540,0,0,2,2,1,1,1,1.0
36.0,2,541,0,0,3,2,1,1,1,1.0
9.0,2,542,2,0,2,2,0,1,8,0.0
11.0,2,543,2,0,2,2,0,1,8,0.0
32.0,2,544,1,1,2,2,1,2,8,1.0
50.0,0,545,0,1,3,3,1,2,2,0.0
64.0,2,546,0,1,2,2,0,2,8,0.0
19.0,2,547,1,0,2,2,1,3,8,1.0
33.0,0,548,1,1,1,1,0,2,8,1.0
33.0,2,549,2,1,1,1,1,2,8,0.0
8.0,2,550,1,1,2,2,1,0,8,1.0
17.0,0,551,0,1,3,3,1,2,2,1.0
27.0,2,552,1,1,2,2,0,2,8,0.0
28.3,1,553,2,1,0,0,0,2,8,0.0
22.0,0,554,2,1,0,0,0,2,8,1.0
22.0,2,555,2,0,0,0,0,1,8,1.0
62.0,2,556,0,1,2,2,0,2,8,0.0
48.0,0,557,0,0,2,2,1,3,0,1.0
42.2,0,558,0,1,3,3,0,2,8,0.0
39.0,2,559,0,0,3,2,1,3,4,1.0
36.0,2,560,2,0,1,1,1,3,8,1.0
28.3,1,561,2,1,0,0,0,2,8,0.0
40.0,2,562,2,1,0,0,0,2,8,0.0
28.0,2,563,1,1,1,1,0,2,8,0.0
28.3,2,564,2,1,0,0,0,2,8,0.0
17.3,2,565,2,0,0,0,0,1,8,0.0
24.0,2,566,2,1,2,1,1,2,8,0.0
19.0,2,567,2,1,0,0,0,2,8,0.0
29.0,2,568,2,0,2,1,0,3,8,0.0
28.3,0,569,2,1,0,0,0,2,8,0.0
32.0,2,570,2,1,0,0,0,2,8,1.0
62.0,2,571,1,1,0,1,0,2,8,1.0
53.0,2,572,0,0,3,2,1,3,2,1.0
36.0,2,573,0,1,2,2,0,2,4,1.0
17.3,1,574,2,0,0,0,0,1,8,1.0
16.0,2,575,2,1,0,0,0,2,8,0.0
19.0,2,576,2,1,1,1,0,2,8,0.0
34.0,2,577,1,0,0,1,0,1,8,1.0
39.0,2,578,0,0,3,2,1,3,4,1.0
32.3,0,579,2,0,1,1,1,3,8,0.0
32.0,2,580,2,1,0,0,0,2,8,1.0
25.0,2,581,1,0,2,2,1,1,8,1.0
39.0,0,582,0,0,3,3,1,3,2,1.0
54.0,2,583,1,1,2,2,0,2,8,0.0
36.0,0,584,0,1,2,2,0,2,0,0.0
28.3,0,585,2,1,0,0,0,2,8,0.0
18.0,2,586,0,0,3,2,1,1,4,1.0
47.0,2,587,1,1,1,1,0,2,8,0.0
60.0,0,588,0,1,3,2,1,2,1,1.0
22.0,2,589,2,1,0,0,0,2,8,0.0
28.3,2,590,2,1,0,0,0,2,8,0.0
35.0,2,591,2,1,0,0,0,2,8,0.0
52.0,0,592,0,0,3,2,1,3,3,1.0
47.0,2,593,2,1,0,0,0,2,8,0.0
17.3,1,594,2,0,0,0,1,1,8,0.0
37.0,2,595,1,1,2,2,1,2,8,0.0
36.0,2,596,2,1,2,1,1,2,8,0.0
21.1,2,597,1,0,2,2,0,1,8,1.0
49.0,2,598,2,1,-1,-1,0,2,8,0.0
28.3,0,599,2,1,0,0,0,2,8,0.0
49.0,0,600,0,1,3,2,1,2,0,1.0
24.0,2,601,1,0,2,2,1,3,8,1.0
28.3,2,602,2,1,0,0,0,2,8,0.0
42.2,2,603,0,1,2,2,0,2,8,0.0
44.0,2,604,2,1,0,0,0,2,8,0.0
35.0,0,605,0,1,2,2,0,2,8,1.0
36.0,2,606,2,1,1,1,1,2,8,0.0
30.0,2,607,2,1,0,0,0,2,8,0.0
27.0,2,608,0,1,2,2,0,2,8,1.0
22.0,0,609,1,0,2,2,1,3,8,1.0
40.0,2,610,0,0,3,3,0,1,2,1.0
39.0,2,611,2,0,2,2,0,3,8,0.0
28.3,2,612,2,1,0,0,0,2,8,0.0
17.3,1,613,2,0,1,1,1,1,8,1.0
28.3,1,614,2,1,0,0,0,2,8,0.0
35.0,2,615,2,1,0,0,0,2,8,0.0
24.0,2,616,1,0,3,2,1,1,8,1.0
34.0,2,617,2,1,1,1,1,2,8,0.0
26.0,2,618,2,0,1,1,1,3,8,0.0
4.0,2,619,1,0,2,2,1,1,5,1.0
26.0,2,620,1,1,0,1,0,2,8,0.0
27.0,0,621,2,1,1,1,1,2,8,0.0
42.0,2,622,0,1,3,2,1,2,3,1.0
20.0,0,623,2,1,1,1,1,2,8,1.0
21.0,2,624,2,1,0,0,0,2,8,0.0
21.0,2,625,2,1,1,1,0,2,8,0.0
61.0,2,626,0,1,2,2,0,2,3,0.0
57.0,1,627,1,1,0,1,0,2,8,0.0
21.0,2,628,0,0,3,2,0,1,3,1.0
26.0,2,629,2,1,0,0,0,2,8,0.0
28.3,1,630,2,1,0,0,0,2,8,0.0
80.0,2,631,0,1,2,2,0,2,0,1.0
51.0,2,632,2,1,0,0,0,2,8,0.0
32.0,0,633,0,1,2,2,0,2,1,1.0
42.2,2,634,0,1,-1,-1,0,2,8,0.0
9.0,2,635,2,0,2,1,0,1,8,0.0
28.0,2,636,1,0,0,1,0,1,8,1.0
32.0,2,637,2,1,0,0,0,2,8,0.0
31.0,2,638,1,1,2,2,1,2,8,0.0
41.0,2,639,2,0,2,2,0,3,8,0.0
28.3,2,640,2,1,1,1,1,2,8,0.0
20.0,2,641,2,1,0,0,0,2,8,0.0
24.0,0,642,0,0,3,2,0,1,1,1.0
2.0,2,643,2,0,2,1,0,1,8,0.0
28.3,2,644,2,1,3,2,0,2,8,1.0
0.75,0,645,2,0,1,1,1,1,8,1.0
48.0,0,646,0,1,3,2,1,2,3,1.0
19.0,2,647,2,1,0,0,0,2,8,0.0
56.0,0,648,0,1,2,2,0,2,0,1.0
28.3,2,649,2,1,0,0,0,2,8,0.0
23.0,2,650,2,0,0,0,0,1,8,1.0
28.3,2,651,2,1,0,0,0,2,8,0.0
18.0,2,652,1,0,2,2,1,1,8,1.0
21.0,2,653,2,1,0,0,0,2,8,0.0
17.3,1,654,2,0,0,0,0,1,8,1.0
18.0,1,655,2,0,0,0,0,1,8,0.0
24.0,2,656,1,1,3,2,1,2,8,0.0
28.3,2,657,2,1,0,0,0,2,8,0.0
32.0,1,658,2,0,1,1,1,3,8,0.0
23.0,2,659,1,1,0,1,0,2,8,0.0
58.0,0,660,0,1,3,3,1,2,3,0.0
50.0,2,661,0,1,3,3,1,2,8,1.0
40.0,0,662,2,1,0,0,0,2,8,0.0
47.0,2,663,0,1,2,2,0,2,4,0.0
36.0,2,664,2,1,0,0,0,2,8,0.0
20.0,2,665,2,1,0,0,1,2,8,1.0
32.0,2,666,1,1,3,2,1,2,8,0.0
25.0,2,667,1,1,0,1,0,2,8,0.0
28.3,2,668,2,1,0,0,0,2,8,0.0
43.0,2,669,2,1,0,0,0,2,8,0.0
43.0,2,670,0,0,3,2,1,3,2,1.0
40.0,2,671,1,0,2,2,1,3,8,1.0
31.0,2,672,0,1,3,2,1,2,1,0.0
70.0,2,673,1,1,0,1,0,2,8,0.0
31.0,2,674,1,1,0,1,0,2,8,1.0
33.0,2,675,1,1,-1,-1,0,2,8,0.0
18.0,2,676,2,1,0,0,0,2,8,0.0
24.5,2,677,2,1,0,0,0,2,8,0.0
18.0,2,678,2,0,0,0,0,1,8,1.0
43.0,2,679,2,0,2,2,0,3,8,0.0
36.0,0,680,0,1,3,3,1,2,1,1.0
17.3,1,681,2,0,0,0,0,1,8,0.0
27.0,0,682,0,1,3,2,0,2,3,1.0
20.0,2,683,2,1,0,0,0,2,8,0.0
14.0,2,684,2,1,2,2,0,2,8,0.0
60.0,2,685,1,1,2,2,1,2,8,0.0
25.0,0,686,1,1,2,2,1,2,8,0.0
14.0,2,687,2,1,2,2,0,2,8,0.0
19.0,2,688,2,1,0,0,0,2,8,0.0
18.0,2,689,2,1,0,0,0,2,8,0.0
15.0,2,690,0,0,3,3,1,1,1,1.0
31.0,2,691,0,1,3,2,1,2,1,1.0
4.0,0,692,2,0,1,1,1,1,8,1.0
28.3,2,693,2,1,3,2,0,2,8,1.0
25.0,0,694,2,1,0,0,0,2,8,0.0
60.0,2,695,0,1,2,2,0,2,8,0.0
52.0,2,696,1,1,1,1,0,2,8,0.0
44.0,2,697,2,1,0,0,0,2,8,0.0
17.3,1,698,2,0,0,0,0,1,8,1.0
49.0,0,699,0,1,3,3,1,2,2,0.0
42.0,2,700,2,1,0,0,0,2,5,0.0
18.0,0,701,0,0,3,3,1,3,2,1.0
35.0,2,702,0,1,2,2,0,2,4,1.0
18.0,0,703,2,0,1,1,1,1,8,0.0
25.0,1,704,2,1,0,0,0,2,8,0.0
26.0,2,705,2,1,0,0,1,2,8,0.0
39.0,2,706,1,1,2,2,0,2,8,0.0
45.0,2,707,1,0,1,1,0,3,8,1.0
42.0,2,708,0,1,2,2,0,2,4,1.0
22.0,2,709,0,0,3,3,0,1,8,1.0
6.1,0,710,2,1,1,1,1,0,8,1.0
24.0,0,711,0,0,2,2,0,1,2,1.0
42.2,2,712,0,1,2,2,0,2,2,0.0
48.0,2,713,0,1,3,2,1,2,2,1.0
29.0,2,714,2,1,0,0,0,2,8,0.0
52.0,2,715,1,1,0,1,0,2,8,0.0
19.0,2,716,2,1,0,0,0,2,5,0.0
38.0,0,717,0,0,3,3,0,1,2,1.0
27.0,2,718,1,0,0,1,0,1,4,1.0
28.3,1,719,2,1,1,1,0,2,8,0.0
33.0,2,720,2,1,0,0,0,2,8,0.0
6.0,2,721,1,0,2,2,1,1,8,1.0
17.0,2,722,2,1,0,0,1,2,8,0.0
34.0,2,723,1,1,0,1,0,2,8,0.0
50.0,2,724,1,1,0,1,0,2,8,0.0
27.0,2,725,0,1,3,2,1,2,4,1.0
20.0,2,726,2,1,0,0,0,2,8,0.0
30.0,2,727,1,0,1,2,1,3,8,1.0
17.3,1,728,2,0,0,0,0,1,8,1.0
25.0,2,729,1,1,2,2,1,2,8,0.0
25.0,2,730,2,0,0,0,1,1,8,0.0
29.0,2,731,0,0,3,3,0,1,1,1.0
11.0,0,732,2,1,1,1,0,2,8,0.0
33.0,2,733,1,1,-1,-1,0,2,8,0.0
23.0,2,734,1,1,0,1,0,2,8,0.0
23.0,2,735,1,1,0,1,0,2,8,0.0
28.5,2,736,2,1,1,1,0,2,8,0.0
48.0,2,737,2,0,2,2,0,3,8,0.0
35.0,0,738,0,1,3,3,0,2,1,1.0
28.3,2,739,2,1,0,0,0,2,8,0.0
28.3,2,740,2,1,0,0,0,2,8,0.0
42.2,2,741,0,1,2,2,0,2,3,1.0
36.0,2,742,0,1,3,2,1,2,2,0.0
21.0,0,743,0,0,3,3,0,1,1,1.0
24.0,2,744,2,1,1,1,1,2,8,0.0
31.0,2,745,2,1,0,0,0,2,8,1.0
70.0,2,746,0,1,3,2,1,2,1,0.0
16.0,2,747,2,1,1,1,1,2,8,0.0
30.0,2,748,1,0,0,1,0,1,8,1.0
19.0,2,749,0,1,3,2,1,2,3,0.0
31.0,1,750,2,1,0,0,0,2,8,0.0
4.0,2,751,1,0,2,2,1,1,8,1.0
6.0,2,752,2,1,0,1,1,0,4,1.0
33.0,2,753,2,1,0,0,0,2,8,0.0
23.0,2,754,2,1,0,0,0,2,8,0.0
48.0,2,755,1,0,3,2,1,3,8,1.0
0.67,2,756,1,1,1,1,1,0,8,1.0
28.0,2,757,2,1,0,0,0,2,8,0.0
18.0,2,758,1,1,0,1,0,2,8,0.0
34.0,2,759,2,1,0,0,0,2,8,0.0
33.0,2,760,0,0,3,2,0,3,1,1.0
28.3,2,761,2,1,1,1,0,2,8,0.0
41.0,2,762,2,1,0,0,0,2,8,0.0
20.0,0,763,2,1,0,0,0,2,8,1.0
36.0,2,764,0,0,3,3,1,3,1,1.0
16.0,2,765,2,1,0,0,0,2,8,0.0
51.0,2,766,0,0,3,2,1,3,3,1.0
42.2,0,767,0,1,2,2,0,2,8,0.0
30.5,1,768,2,0,0,0,0,1,8,0.0
28.3,1,769,2,1,2,1,1,2,8,0.0
32.0,2,770,2,1,0,0,0,2,8,0.0
24.0,2,771,2,1,0,0,0,2,8,0.0
48.0,2,772,2,1,0,0,0,2,8,0.0
57.0,2,773,1,0,0,1,0,3,4,0.0
28.3,0,774,2,1,0,0,0,2,8,0.0
54.0,2,775,1,0,2,2,0,3,8,1.0
18.0,2,776,2,1,0,0,0,2,8,0.0
28.3,1,777,2,1,0,0,0,2,5,0.0
5.0,2,778,2,0,0,1,0,1,8,1.0
28.3,1,779,2,1,0,0,0,2,8,0.0
43.0,2,780,0,0,3,3,1,3,1,1.0
13.0,0,781,2,0,0,0,0,1,8,1.0
17.0,2,782,0,0,3,2,1,3,1,1.0
29.0,2,783,0,1,2,2,0,2,3,0.0
28.3,2,784,2,1,2,1,1,2,8,0.0
25.0,2,785,2,1,0,0,0,2,8,0.0
25.0,2,786,2,1,0,0,0,2,8,0.0
18.0,2,787,2,0,0,0,0,1,8,1.0
8.0,1,788,2,1,2,1,0,0,8,0.0
1.0,2,789,2,1,1,1,1,0,8,1.0
46.0,0,790,0,1,3,2,0,2,1,0.0
28.3,1,791,2,1,0,0,0,2,8,0.0
16.0,2,792,1,1,2,2,0,2,8,0.0
17.3,2,793,2,0,3,2,0,1,8,0.0
42.2,0,794,0,1,2,2,0,2,8,0.0
25.0,2,795,2,1,0,0,0,2,8,0.0
39.0,2,796,1,1,0,1,0,2,8,0.0
49.0,2,797,0,0,2,2,0,2,3,1.0
31.0,2,798,2,0,0,0,0,3,8,1.0
30.0,0,799,2,1,0,0,0,2,8,0.0
30.0,2,800,2,0,2,1,1,3,8,0.0
34.0,2,801,1,1,0,1,0,2,8,0.0
31.0,2,802,1,0,2,2,1,3,8,1.0
11.0,2,803,0,1,3,3,1,0,1,1.0
0.42,0,804,2,1,0,0,1,0,8,1.0
27.0,2,805,2,1,0,0,0,2,8,1.0
31.0,2,806,2,1,0,0,0,2,8,0.0
39.0,2,807,0,1,-1,-1,0,2,0,0.0
18.0,2,808,2,0,0,0,0,1,8,0.0
39.0,2,809,1,1,0,1,0,2,8,0.0
33.0,2,810,0,0,3,2,1,3,4,1.0
26.0,2,811,2,1,0,0,0,2,8,0.0
39.0,2,812,2,1,2,1,0,2,8,0.0
35.0,2,813,1,1,0,1,0,2,8,0.0
6.0,2,814,2,0,2,2,0,1,8,0.0
30.5,2,815,2,1,0,0,0,2,8,0.0
42.2,2,816,0,1,-1,-1,0,2,1,0.0
23.0,2,817,2,0,0,0,0,1,8,0.0
31.0,0,818,1,1,2,2,1,2,8,0.0
43.0,2,819,2,1,0,0,0,2,8,0.0
10.0,2,820,2,1,2,1,0,0,8,0.0
52.0,2,821,0,0,3,3,1,3,1,1.0
27.0,2,822,2,1,0,0,0,2,8,1.0
38.0,2,823,0,1,-1,-1,0,2,8,0.0
27.0,2,824,2,0,0,1,1,3,4,1.0
2.0,2,825,2,1,2,2,0,0,8,0.0
28.3,1,826,2,1,0,0,0,2,8,0.0
28.3,2,827,2,1,3,2,0,2,8,0.0
1.0,0,828,1,1,2,2,1,0,8,1.0
28.3,1,829,2,1,0,0,0,2,8,1.0
62.0,0,830,0,0,3,2,0,3,1,1.0
15.0,0,831,2,0,1,1,1,3,8,1.0
0.83,2,832,1,1,1,1,1,0,8,1.0
28.3,0,833,2,1,0,0,0,2,8,0.0
23.0,2,834,2,1,0,0,0,2,8,0.0
18.0,2,835,2,1,0,0,0,2,8,0.0
39.0,0,836,0,0,3,2,1,1,4,1.0
21.0,2,837,2,1,0,0,0,2,8,0.0
28.3,2,838,2,1,0,0,0,2,8,0.0
32.0,2,839,2,1,3,2,0,2,8,1.0
42.2,0,840,0,1,2,2,0,2,2,1.0
20.0,2,841,2,1,0,0,0,2,8,0.0
16.0,2,842,1,1,0,1,0,2,8,0.0
30.0,0,843,0,0,2,2,0,1,8,1.0
34.5,0,844,2,1,0,0,0,2,8,0.0
17.0,2,845,2,1,0,0,0,2,8,0.0
42.0,2,846,2,1,0,0,0,2,8,0.0
28.3,2,847,2,1,3,2,0,2,8,0.0
35.0,0,848,2,1,0,0,0,2,8,0.0
28.0,2,849,1,1,2,2,1,2,8,0.0
43.0,0,850,0,0,3,3,1,3,2,1.0
4.0,2,851,2,1,2,2,0,0,8,0.0
74.0,2,852,2,1,0,0,0,2,8,0.0
9.0,0,853,2,0,1,1,1,1,8,0.0
16.0,2,854,0,0,2,2,1,1,3,1.0
44.0,2,855,1,0,2,2,1,3,8,0.0
18.0,2,856,2,0,0,0,1,3,8,1.0
45.0,2,857,0,0,3,3,1,3,8,1.0
51.0,2,858,0,1,2,2,0,2,4,1.0
24.0,0,859,2,0,1,1,1,3,8,1.0
28.3,0,860,2,1,0,0,0,2,8,0.0
41.0,2,861,2,1,1,1,1,2,8,0.0
21.0,2,862,1,1,0,1,1,2,8,0.0
48.0,2,863,0,0,2,2,0,3,3,1.0
17.3,2,864,2,0,3,2,0,1,8,0.0
24.0,2,865,1,1,0,1,0,2,8,0.0
42.0,2,866,1,0,0,1,0,3,8,1.0
27.0,0,867,1,0,1,1,1,1,8,1.0
31.0,2,868,0,1,3,2,0,2,0,0.0
28.3,2,869,2,1,0,0,0,2,8,0.0
4.0,2,870,2,1,0,0,1,0,8,1.0
26.0,2,871,2,1,0,0,0,2,8,0.0
47.0,2,872,0,0,3,2,1,3,3,1.0
33.0,2,873,0,1,0,1,0,2,1,0.0
47.0,2,874,2,1,0,0,0,2,8,0.0
28.0,0,875,1,0,2,2,1,3,8,1.0
15.0,0,876,2,0,0,0,0,1,8,1.0
20.0,2,877,2,1,0,0,0,2,8,0.0
19.0,2,878,2,1,0,0,0,2,8,0.0
28.3,2,879,2,1,0,0,0,2,8,0.0
56.0,0,880,0,0,3,2,1,3,2,1.0
25.0,2,881,1,0,2,2,1,3,8,1.0
33.0,2,882,2,1,0,0,0,2,8,0.0
22.0,2,883,2,0,0,0,0,1,8,0.0
28.0,2,884,1,1,0,1,0,2,8,0.0
25.0,2,885,2,1,0,0,0,2,8,0.0
39.0,1,886,2,0,2,1,0,3,8,0.0
27.0,2,887,1,1,0,1,0,2,8,0.0
19.0,2,888,0,0,2,2,0,1,1,1.0
17.3,2,889,2,0,2,1,1,1,8,0.0
26.0,0,890,0,1,2,2,0,2,2,1.0
32.0,1,891,2,1,0,0,0,2,8,0.0
34.5,1,892,2,1,0,0,0,2,8,
47.0,2,893,2,0,0,0,1,3,8,
62.0,1,894,1,1,0,1,0,2,8,
27.0,2,895,2,1,0,0,0,2,8,
22.0,2,896,2,0,0,1,1,3,8,
14.0,2,897,2,1,0,0,0,2,8,
30.0,1,898,2,0,0,0,0,1,8,
26.0,2,899,1,1,2,2,1,2,8,
18.0,0,900,2,0,0,0,0,3,8,
21.0,2,901,2,1,2,1,1,2,8,
28.3,2,902,2,1,0,0,0,2,8,
46.0,2,903,0,1,2,2,0,2,8,
23.0,2,904,0,0,3,2,1,3,1,
63.0,2,905,1,1,2,2,1,2,8,
47.0,2,906,0,0,3,2,1,3,4,
24.0,0,907,1,0,2,2,1,3,8,
35.0,1,908,1,1,0,1,0,2,8,
21.0,0,909,2,1,0,0,0,2,8,
27.0,2,910,2,0,0,0,1,1,8,
45.0,0,911,2,0,0,0,0,3,8,
55.0,0,912,0,1,3,2,1,2,8,
9.0,2,913,2,1,0,0,1,0,8,
43.0,2,914,0,0,2,2,0,3,8,
21.0,0,915,0,1,3,2,1,2,8,
48.0,0,916,0,0,3,3,0,3,1,
50.0,2,917,2,1,1,1,1,2,8,
22.0,0,918,0,0,3,2,1,1,1,
22.5,0,919,2,1,0,0,0,2,8,
41.0,2,920,0,1,2,2,0,2,0,
28.3,0,921,2,1,2,1,1,2,8,
50.0,2,922,1,1,2,2,1,2,8,
24.0,2,923,1,1,2,2,1,2,8,
33.0,2,924,2,0,1,1,1,3,8,
32.3,2,925,2,0,2,1,1,3,8,
30.0,0,926,0,1,3,2,1,2,2,
18.5,0,927,2,1,0,0,0,2,8,
17.3,2,928,2,0,0,0,0,1,8,
21.0,2,929,2,0,0,0,0,1,8,
25.0,2,930,2,1,0,0,0,2,8,
28.3,2,931,2,1,3,2,0,2,8,
39.0,0,932,2,1,1,1,1,2,8,
42.2,2,933,0,1,2,2,0,2,3,
41.0,2,934,2,1,0,0,0,2,8,
30.0,2,935,1,0,0,1,0,3,8,
45.0,2,936,0,0,3,2,1,3,3,
25.0,2,937,2,1,0,0,0,2,8,
45.0,0,938,0,1,2,2,0,2,0,
28.3,1,939,2,1,0,0,0,2,8,
60.0,0,940,0,0,3,2,0,3,3,
36.0,2,941,2,0,1,1,1,3,8,
24.0,2,942,0,1,3,2,1,2,2,
27.0,0,943,1,1,1,1,0,2,8,
20.0,2,944,1,0,2,2,1,1,8,
28.0,2,945,0,0,3,3,0,1,2,
33.0,0,946,1,1,1,1,0,2,8,
10.0,1,947,2,1,2,1,0,0,8,
35.0,2,948,2,1,0,0,0,2,8,
25.0,2,949,2,1,0,0,0,2,5,
28.3,2,950,2,1,1,1,1,2,8,
36.0,0,951,0,0,3,3,0,1,1,
17.0,2,952,2,1,0,0,0,2,8,
32.0,2,953,1,1,1,1,0,2,8,
18.0,2,954,2,1,0,0,0,2,8,
22.0,1,955,2,0,0,0,0,1,8,
13.0,0,956,0,1,3,3,0,0,1,
33.5,2,957,1,0,1,2,0,3,8,
18.0,1,958,2,0,0,0,0,1,8,
47.0,2,959,0,1,2,2,0,2,8,
31.0,0,960,0,1,2,2,0,2,2,
60.0,2,961,0,0,3,3,0,3,2,
24.0,1,962,2,0,0,0,0,1,8,
21.0,2,963,2,1,0,0,0,2,8,
29.0,2,964,2,0,0,0,0,1,8,
28.5,0,965,0,1,2,2,0,2,3,
35.0,0,966,0,0,3,3,0,1,2,
32.5,0,967,0,1,3,3,0,2,2,
28.3,2,968,2,1,0,0,0,2,8,
55.0,2,969,0,0,2,2,1,3,2,
30.0,2,970,1,1,0,1,0,2,8,
24.0,1,971,2,0,0,0,0,1,8,
6.0,0,972,2,1,1,1,1,0,8,
67.0,2,973,0,1,3,3,1,2,2,
49.0,2,974,0,1,2,2,0,2,8,
28.3,2,975,2,1,0,0,0,2,8,
33.0,1,976,1,1,0,1,0,2,8,
28.3,0,977,2,1,1,1,1,2,8,
27.0,1,978,2,0,0,0,0,1,8,
18.0,2,979,2,0,0,0,0,1,8,
17.3,1,980,2,0,0,0,0,1,8,
2.0,2,981,1,1,2,2,1,0,8,
22.0,2,982,2,0,1,1,1,3,8,
28.3,2,983,2,1,0,0,0,2,8,
27.0,2,984,0,0,3,2,1,3,1,
28.3,2,985,2,1,0,0,0,2,8,
25.0,0,986,0,1,2,2,0,2,8,
25.0,2,987,2,1,0,0,0,2,8,
76.0,2,988,0,0,3,2,1,3,2,
29.0,2,989,2,1,0,0,0,2,8,
20.0,2,990,2,0,0,0,0,1,8,
33.0,2,991,2,1,0,0,0,2,8,
43.0,0,992,0,0,3,2,1,3,2,
27.0,2,993,1,1,2,2,1,2,8,
28.3,1,994,2,1,0,0,0,2,8,
26.0,2,995,2,1,0,0,0,2,8,
16.0,0,996,2,0,0,0,1,3,8,
28.0,2,997,2,1,2,1,0,2,8,
21.0,1,998,2,1,0,0,0,2,8,
28.3,1,999,2,1,0,0,0,2,8,
28.3,2,1000,2,1,0,0,0,2,8,
18.5,2,1001,1,1,0,1,0,2,5,
41.0,0,1002,1,1,1,1,0,2,8,
17.3,1,1003,2,0,0,0,0,1,8,
36.0,0,1004,0,0,2,2,0,1,0,
18.5,1,1005,2,0,0,0,0,1,8,
63.0,2,1006,0,0,3,3,1,3,2,
18.0,0,1007,2,1,1,1,1,2,8,
28.3,0,1008,2,1,0,0,0,2,8,
1.0,2,1009,2,0,1,1,1,1,6,
36.0,0,1010,0,1,3,2,0,2,2,
29.0,2,1011,1,0,2,2,1,3,8,
12.0,2,1012,1,0,1,1,0,1,8,
28.3,1,1013,2,1,0,0,1,2,8,
35.0,0,1014,0,0,3,2,1,3,2,
28.0,2,1015,2,1,0,0,0,2,8,
28.3,1,1016,2,1,0,0,0,2,8,
17.0,2,1017,2,0,1,1,1,1,8,
22.0,2,1018,2,1,0,0,0,2,8,
17.3,1,1019,2,0,2,1,1,1,8,
42.0,2,1020,1,1,0,1,0,2,8,
24.0,2,1021,2,1,0,0,0,2,8,
32.0,2,1022,2,1,0,0,0,2,8,
53.0,0,1023,0,1,2,2,0,2,2,
32.3,2,1024,2,0,2,1,0,3,8,
28.3,0,1025,2,1,0,0,1,2,8,
43.0,2,1026,2,1,0,0,0,2,8,
24.0,2,1027,2,1,0,0,0,2,8,
26.5,0,1028,2,1,0,0,0,2,8,
26.0,2,1029,1,1,0,1,0,2,8,
23.0,2,1030,2,0,0,0,0,1,8,
40.0,2,1031,2,1,2,2,0,2,8,
10.0,2,1032,2,0,2,2,0,1,8,
33.0,2,1033,0,0,3,3,0,1,8,
61.0,0,1034,0,1,3,3,0,2,1,
28.0,2,1035,1,1,2,2,0,2,8,
42.0,2,1036,0,1,2,2,0,2,8,
31.0,2,1037,2,1,1,1,1,2,8,
42.2,2,1038,0,1,3,2,0,2,4,
22.0,2,1039,2,1,0,0,0,2,8,
42.2,2,1040,0,1,2,2,0,2,8,
30.0,2,1041,1,1,2,2,1,2,8,
23.0,0,1042,0,0,3,2,1,3,2,
28.3,0,1043,2,1,0,0,0,2,8,
60.5,2,1044,2,1,1,1,0,2,8,
36.0,2,1045,2,0,0,1,1,3,8,
13.0,2,1046,2,1,2,2,0,0,8,
24.0,2,1047,2,1,0,0,0,2,8,
29.0,2,1048,0,0,3,3,0,1,2,
23.0,2,1049,2,0,0,0,0,1,8,
42.0,2,1050,0,1,2,2,0,2,3,
26.0,2,1051,2,0,1,1,1,3,8,
17.3,1,1052,2,0,0,0,0,1,8,
7.0,0,1053,2,1,1,1,1,0,8,
26.0,2,1054,1,0,1,1,0,1,8,
28.3,2,1055,2,1,0,0,0,2,8,
41.0,2,1056,1,1,0,1,0,2,8,
26.0,2,1057,2,0,2,1,1,3,8,
48.0,0,1058,0,1,3,2,0,2,1,
18.0,2,1059,2,1,2,2,0,2,8,
43.0,0,1060,0,0,2,2,0,3,8,
22.0,2,1061,2,0,0,0,0,1,8,
28.3,2,1062,2,1,0,0,0,2,8,
27.0,0,1063,2,1,0,0,0,2,8,
23.0,2,1064,2,1,1,1,1,2,8,
28.3,0,1065,2,1,0,0,0,2,8,
40.0,2,1066,2,1,2,2,0,2,8,
15.0,2,1067,1,0,2,2,1,1,8,
20.0,2,1068,1,0,2,2,0,1,8,
54.0,0,1069,0,1,3,2,1,2,2,
36.0,2,1070,1,0,2,2,1,3,5,
64.0,0,1071,0,0,3,2,1,3,4,
30.0,2,1072,1,1,0,1,0,2,8,
37.0,0,1073,0,1,3,2,1,2,4,
18.0,2,1074,0,0,3,2,1,3,3,
28.3,1,1075,2,1,0,0,0,2,8,
27.0,0,1076,0,0,3,3,1,3,1,
40.0,2,1077,1,1,1,1,0,2,8,
21.0,2,1078,1,0,1,2,1,1,8,
17.0,2,1079,2,1,0,0,1,2,8,
17.3,2,1080,2,0,3,2,0,1,8,
40.0,2,1081,1,1,0,1,0,2,8,
34.0,2,1082,1,1,2,2,1,2,8,
42.2,2,1083,0,1,2,2,0,2,8,
11.5,2,1084,2,1,1,1,1,0,8,
61.0,1,1085,1,1,0,1,0,2,8,
8.0,2,1086,1,1,2,2,1,0,8,
33.0,2,1087,2,1,0,0,0,2,8,
6.0,0,1088,0,1,3,3,1,0,4,
